encoding,food_count,food_pattern,grid,episode,reward,score,steps,win
basic,1,edge_biased,6x6,36,570.2975063253648,6,21,0
basic,1,edge_biased,6x6,37,-448.48777777777775,0,216,0
basic,1,edge_biased,6x6,38,444.28991701460495,5,28,0
basic,1,edge_biased,6x6,39,439.3560281257161,5,25,0
basic,1,edge_biased,6x6,40,443.1090836812716,5,24,0
basic,1,edge_biased,6x6,41,-401.37666666666667,0,216,0
basic,1,edge_biased,6x6,42,446.6640836812717,5,36,0
basic,1,edge_biased,6x6,43,-401.37666666666667,0,216,0
basic,1,edge_biased,6x6,44,563.8822285475869,6,31,0
basic,1,edge_biased,6x6,45,571.5025063253647,6,23,0
basic,1,edge_biased,6x6,46,563.9766729920315,6,26,0
basic,1,edge_biased,6x6,47,444.37602812571606,5,23,0
basic,1,edge_biased,6x6,48,444.33352812571616,5,26,0
basic,1,edge_biased,6x6,49,435.777417014605,5,13,0
basic,1,edge_biased,6x6,50,440.53575034793823,5,28,0
basic,1,edge_biased,6x6,51,570.1675063253647,6,29,0
basic,1,edge_biased,6x6,52,133.9470063995173,3,15,0
basic,1,edge_biased,6x6,53,-450.26555555555547,0,216,0
basic,1,edge_biased,6x6,54,-407.21000000000004,0,216,0
basic,1,edge_biased,6x6,55,443.2065836812716,5,18,0
basic,1,edge_biased,6x6,56,-446.5988888888889,0,216,0
basic,1,edge_biased,6x6,57,-448.48777777777775,0,216,0
basic,1,edge_biased,6x6,58,227.98426727487748,4,16,0
basic,1,edge_biased,6x6,59,708.444960970317,7,31,0
basic,1,edge_biased,6x6,60,-401.37666666666667,0,216,0
basic,1,edge_biased,6x6,61,567.8330618809202,6,18,0
basic,1,edge_biased,6x6,62,443.04963923682715,5,28,0
basic,1,edge_biased,6x6,63,446.84658368127157,5,24,0
